Type,Summary,Day,Islanders
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Ryan Weekley
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Lynda Flix
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Lydia Karakyriakou
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Layla Al-Momani
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Kain Reed
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Frankie Davey
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Cynthia Otseh-Taiwo
Exits,"On Day 32, new islanders Bayley, Cynthia, Frankie, Kain, Layla, Lydia, Lynda, Ryan and Sammy were dumped from the island after failing to couple up.",32,Bayley Mummery
Entrances,"On Day 39, Keanan and Rosie entered the villa.",39,Keanan Brand
Entrances,"On Day 39, Keanan and Rosie entered the villa.",39,Rosie Seabrook
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Keanan Brand
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Rosie Seabrook
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Martin Akinola
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Olivia Hawkins
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Maxwell Samuda
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Claudia Fogarty
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Will Young
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Jessie Wynter
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Tanya Manhenga
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Shaq Muhammad
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Tom Clare
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Samie Elishi
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Ron Hall
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Lana Jenkins
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Sanam Harrinanan
Coupling,"On Day 40, the islanders recoupled again with the girls picking which boy they'd like to be with. However, as new islanders, both Keanan and Rosie were given first choice. Keanan picked Claudia, whilst Rosie coupled up with Casey. As well as this, Jessie and Will, Lana and Ron, Olivia and Maxwell, Samie and Tom, and Sanam an Kai all remained together, meanwhile Tanya and Shaq reunited. This left Martin single and dumped from the island.",40,Kai Fagan
Challenges,"On Day 37, the islanders competed in a couple's quiz ""Knowing Me, Knowing You"", hosted by Shaq, where they had to answer questions about the person they are coupled up with.",37,Shaq Muhammad
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Kai Fagan
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Sanam Harrinanan
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Lana Jenkins
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Ron Hall
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Samie Elishi
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Tom Clare
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Shaq Muhammad
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Tanya Manhenga
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Jessie Wynter
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Will Young
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Casey O'Gorman
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Claudia Fogarty
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Maxwell Samuda
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Olivia Hawkins
Challenges,"On Day 38, the Islanders took part in Movie Night in a Boys vs Girls pub quiz challenge where they had to answer sex related questions. The team who answered correctly were able to select a movie from the list which featured a clip of another Islander.",38,Martin Akinola
Dates,"On Day 36, Kai and Sanam left the villa to go on their first date.",36,Sanam Harrinanan
Dates,"On Day 36, Kai and Sanam left the villa to go on their first date.",36,Kai Fagan
Dates,"On Day 39, ahead of entering the villa, new Islanders Keanan and Rosie each chose two islanders to take on dates. Keanan chose Jessie and Samie, whilst Rosie picked Casey and Kai.",39,Keanan Brand
Dates,"On Day 39, ahead of entering the villa, new Islanders Keanan and Rosie each chose two islanders to take on dates. Keanan chose Jessie and Samie, whilst Rosie picked Casey and Kai.",39,Rosie Seabrook
Dates,"On Day 39, ahead of entering the villa, new Islanders Keanan and Rosie each chose two islanders to take on dates. Keanan chose Jessie and Samie, whilst Rosie picked Casey and Kai.",39,Casey O'Gorman
Dates,"On Day 39, ahead of entering the villa, new Islanders Keanan and Rosie each chose two islanders to take on dates. Keanan chose Jessie and Samie, whilst Rosie picked Casey and Kai.",39,Jessie Wynter
Dates,"On Day 39, ahead of entering the villa, new Islanders Keanan and Rosie each chose two islanders to take on dates. Keanan chose Jessie and Samie, whilst Rosie picked Casey and Kai.",39,Samie Elishi
Exits,"On Day 40, Martin was dumped from the island after failing to couple up.",40,Martin Akinola
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Kai Fagan
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Sanam Harrinanan
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Lana Jenkins
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Ron Hall
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Samie Elishi
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Tom Clare
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Shaq Muhammad
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Tanya Manhenga
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Jessie Wynter
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Will Young
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Casey O'Gorman
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Rosie Seabrook
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Claudia Fogarty
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Keanan Brand
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Maxwell Samuda
Challenges,"On Day 42, the boys and girls went head-to-head in ""Saints vs Sinners"" with the girls transforming into angels, and the boys becoming devils.",42,Olivia Hawkins
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Kai Fagan
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Sanam Harrinanan
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Lana Jenkins
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Ron Hall
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Samie Elishi
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Tom Clare
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Shaq Muhammad
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Tanya Manhenga
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Jessie Wynter
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Will Young
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Casey O'Gorman
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Rosie Seabrook
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Claudia Fogarty
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Keanan Brand
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Maxwell Samuda
Challenges,"On Day 43, the islanders competed in the ""Snog, Marry, Pie"" challenge where each islander had to snog, marry and pie an islander of the opposite gender.",43,Olivia Hawkins
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Kai Fagan
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Sanam Harrinanan
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Lana Jenkins
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Ron Hall
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Samie Elishi
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Tom Clare
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Shaq Muhammad
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Tanya Manhenga
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Jessie Wynter
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Will Young
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Casey O'Gorman
Challenges,"On Day 46, the islanders split into two teams and competed against each other in a number of sports day events.",46,Rosie Seabrook
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Kai Fagan
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Sanam Harrinanan
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Lana Jenkins
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Ron Hall
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Samie Elishi
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Tom Clare
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Shaq Muhammad
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Tanya Manhenga
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Jessie Wynter
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Will Young
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Casey O'Gorman
Challenges,"On Day 47, the islanders were asked to predict where the public ranked them in a series of categories.",47,Rosie Seabrook
Exits,"On Day 45, Maxwell and Olivia were dumped from the island after receiving fewest public votes for the most compatible couple. It was then down to Maxwell and Olivia to choose another couple to dump. They chose Claudia and Keanan.",45,Olivia Hawkins
Exits,"On Day 45, Maxwell and Olivia were dumped from the island after receiving fewest public votes for the most compatible couple. It was then down to Maxwell and Olivia to choose another couple to dump. They chose Claudia and Keanan.",45,Maxwell Samuda
Exits,"On Day 45, Maxwell and Olivia were dumped from the island after receiving fewest public votes for the most compatible couple. It was then down to Maxwell and Olivia to choose another couple to dump. They chose Claudia and Keanan.",45,Claudia Fogarty
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Kai Fagan
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Sanam Harrinanan
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Lana Jenkins
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Ron Hall
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Samie Elishi
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Tom Clare
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Shaq Muhammad
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Tanya Manhenga
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Jessie Wynter
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Will Young
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Casey O'Gorman
Challenges,"On Day 50, the islanders took part in a talent contest.",50,Rosie Seabrook
Challenges,"On Day 51, the couples competed in ""Cocktail Shake-up"" where they had to transfer their cocktails across a slip and slide using an empty tray of glasses strapped to their heads. Kai and Sanam won the challenge.",51,Sanam Harrinanan
Challenges,"On Day 51, the couples competed in ""Cocktail Shake-up"" where they had to transfer their cocktails across a slip and slide using an empty tray of glasses strapped to their heads. Kai and Sanam won the challenge.",51,Kai Fagan
Challenges,"On Day 52, the couples were challenged with becoming parents and looking after a doll. The challenge was won by Tom and Samie.",52,Tom Clare
Dates,"On Day 53, Ron and Lana, Tom and Samie, and Shaq and Tanya went on their final dates.",53,Tanya Manhenga
Dates,"On Day 53, Ron and Lana, Tom and Samie, and Shaq and Tanya went on their final dates.",53,Shaq Muhammad
Dates,"On Day 53, Ron and Lana, Tom and Samie, and Shaq and Tanya went on their final dates.",53,Tom Clare
Dates,"On Day 53, Ron and Lana, Tom and Samie, and Shaq and Tanya went on their final dates.",53,Samie Elishi
Dates,"On Day 53, Ron and Lana, Tom and Samie, and Shaq and Tanya went on their final dates.",53,Ron Hall
Dates,"On Day 53, Ron and Lana, Tom and Samie, and Shaq and Tanya went on their final dates.",53,Lana Jenkins
Dates,"On Day 54, Will and Jessie, and Kai and Sanam went on their final dates.",54,Will Young
Dates,"On Day 54, Will and Jessie, and Kai and Sanam went on their final dates.",54,Jessie Wynter
Dates,"On Day 54, Will and Jessie, and Kai and Sanam went on their final dates.",54,Sanam Harrinanan
Dates,"On Day 54, Will and Jessie, and Kai and Sanam went on their final dates.",54,Kai Fagan
Exits,"On Day 51, Casey and Rosie were dumped from the island after receiving fewest public votes for the most compatible couple.",51,Rosie Seabrook
Exits,"On Day 51, Casey and Rosie were dumped from the island after receiving fewest public votes for the most compatible couple.",51,Casey O'Gorman
Exits,"On Day 56, following the islanders votes for their least compatible couple, Kai and Sanam, Ron and Lana and Will and Jessie, who all received votes went head-to-head with each other in a public vote. It was then revealed that having received the most public votes, Will and Jessie had been dumped.",56,Will Young
Exits,"On Day 56, following the islanders votes for their least compatible couple, Kai and Sanam, Ron and Lana and Will and Jessie, who all received votes went head-to-head with each other in a public vote. It was then revealed that having received the most public votes, Will and Jessie had been dumped.",56,Jessie Wynter
Exits,"On Day 56, following the islanders votes for their least compatible couple, Kai and Sanam, Ron and Lana and Will and Jessie, who all received votes went head-to-head with each other in a public vote. It was then revealed that having received the most public votes, Will and Jessie had been dumped.",56,Ron Hall
Exits,"On Day 56, following the islanders votes for their least compatible couple, Kai and Sanam, Ron and Lana and Will and Jessie, who all received votes went head-to-head with each other in a public vote. It was then revealed that having received the most public votes, Will and Jessie had been dumped.",56,Lana Jenkins
Exits,"On Day 56, following the islanders votes for their least compatible couple, Kai and Sanam, Ron and Lana and Will and Jessie, who all received votes went head-to-head with each other in a public vote. It was then revealed that having received the most public votes, Will and Jessie had been dumped.",56,Sanam Harrinanan
Exits,"On Day 56, following the islanders votes for their least compatible couple, Kai and Sanam, Ron and Lana and Will and Jessie, who all received votes went head-to-head with each other in a public vote. It was then revealed that having received the most public votes, Will and Jessie had been dumped.",56,Kai Fagan
Exits,"On Day 58, Shaq and Tanya finished in fourth place and Tom and Samie finished third. Kai and Sanam were then voted the winners, leaving Ron and Lana as runners-up.",58,Tanya Manhenga
Exits,"On Day 58, Shaq and Tanya finished in fourth place and Tom and Samie finished third. Kai and Sanam were then voted the winners, leaving Ron and Lana as runners-up.",58,Shaq Muhammad
Exits,"On Day 58, Shaq and Tanya finished in fourth place and Tom and Samie finished third. Kai and Sanam were then voted the winners, leaving Ron and Lana as runners-up.",58,Tom Clare
Exits,"On Day 58, Shaq and Tanya finished in fourth place and Tom and Samie finished third. Kai and Sanam were then voted the winners, leaving Ron and Lana as runners-up.",58,Samie Elishi
Exits,"On Day 58, Shaq and Tanya finished in fourth place and Tom and Samie finished third. Kai and Sanam were then voted the winners, leaving Ron and Lana as runners-up.",58,Ron Hall
Exits,"On Day 58, Shaq and Tanya finished in fourth place and Tom and Samie finished third. Kai and Sanam were then voted the winners, leaving Ron and Lana as runners-up.",58,Lana Jenkins
Exits,"On Day 58, Shaq and Tanya finished in fourth place and Tom and Samie finished third. Kai and Sanam were then voted the winners, leaving Ron and Lana as runners-up.",58,Sanam Harrinanan
Exits,"On Day 58, Shaq and Tanya finished in fourth place and Tom and Samie finished third. Kai and Sanam were then voted the winners, leaving Ron and Lana as runners-up.",58,Kai Fagan
